Year,FIPS,AgeGroup,MonthlyIncome,AverageRate,AveragePoints,County,MedianHousePrice,MonthlyMortgage,mortgage_income_ratio,affordable
2021,34001,65-plus,4012.1304657036994,3.06,0.7,Atlantic County,254570.0,1352.6965030214212,0.33715167405060137,No
2021,34001,65-plus,4012.1304657036994,2.96,0.7,Atlantic County,259613.0,1367.1631466963402,0.3407574001850285,No
2021,34001,65-plus,4012.1304657036994,2.98,0.7,Atlantic County,265996.0,1403.2965127808648,0.34976342987259673,No
2021,34001,65-plus,4012.1304657036994,2.87,0.7,Atlantic County,272666.0,1424.3260215424173,0.35500491165922254,No
2021,34001,65-plus,4012.1304657036994,2.84,0.7,Atlantic County,280710.0,1462.3900169475028,0.36449213938784764,No
2021,34001,65-plus,4012.1304657036994,2.9,0.7,Atlantic County,286597.0,1501.1445948383403,0.3741514907529434,No
2021,34001,65-plus,4012.1304657036994,3.07,0.7,Atlantic County,290096.0,1542.852477302693,0.3845469359711082,No
2021,34001,65-plus,4012.1304657036994,3.07,0.7,Atlantic County,291523.0,1550.4418631787855,0.38643854591275084,No
2021,34001,65-plus,4012.1304657036994,3.1,0.6,Atlantic County,294593.0,1570.9891446222628,0.391559835367099,No
2022,34001,25-44,5429.16261337225,3.45,0.7,Atlantic County,298233.0,1640.8997356700984,0.3022380894667798,No
2022,34001,25-44,5429.16261337225,3.76,0.8,Atlantic County,303616.0,1717.073651050636,0.31626859855356204,No
2022,34001,25-44,5429.16261337225,4.17,0.8,Atlantic County,309748.0,1816.0390853662238,0.3344970881684857,No
2022,34001,45-64,8248.6551632647,3.45,0.7,Atlantic County,298233.0,1640.8997356700984,0.19892936523493285,Yes
2022,34001,45-64,8248.6551632647,3.76,0.8,Atlantic County,303616.0,1717.073651050636,0.208164072453605,Yes
2022,34001,45-64,8248.6551632647,4.17,0.8,Atlantic County,309748.0,1816.0390853662238,0.22016183843566828,Yes
2022,34001,65-plus,3962.707098593349,3.45,0.7,Atlantic County,298233.0,1640.8997356700984,0.41408554678506826,No
