Year,FIPS,Month,MedianHousePrice,diff_12,train_and_predicted
2018-10,34013,Oct,428579.0,26625.0,428579.0
2018-11,34013,Nov,430840.0,28899.0,430840.0
2018-12,34013,Dec,433637.0,30868.0,433637.0
2019-01,34013,Jan,435669.0,30772.0,435669.0
2019-02,34013,Feb,439792.0,32257.0,439792.0
2019-03,34013,Mar,442333.0,31575.0,442333.0
2019-04,34013,Apr,442751.0,26647.0,442751.0
2019-05,34013,May,440638.0,19960.0,440638.0
2019-06,34013,Jun,439038.0,15667.0,439038.0
2019-07,34013,Jul,438869.0,15758.0,438869.0
2019-08,34013,Aug,438204.0,14608.0,438204.0
2019-09,34013,Sep,438480.0,13096.0,438480.0
2019-10,34013,Oct,437626.0,9047.0,437626.0
2019-11,34013,Nov,439351.0,8511.0,439351.0
2019-12,34013,Dec,440195.0,6558.0,440195.0
2020-01,34013,Jan,441799.0,6130.0,441799.0
2020-02,34013,Feb,441001.0,1209.0,441001.0
2020-03,34013,Mar,441502.0,-831.0,441502.0
2020-04,34013,Apr,445356.0,2605.0,445356.0
2020-05,34013,May,450781.0,10143.0,450781.0
2020-06,34013,Jun,453746.0,14708.0,453746.0
2020-07,34013,Jul,453899.0,15030.0,453899.0
2020-08,34013,Aug,455225.0,17021.0,455225.0
2020-09,34013,Sep,461618.0,23138.0,461618.0
2020-10,34013,Oct,470448.0,32822.0,470448.0
2020-11,34013,Nov,479090.0,39739.0,479090.0
2020-12,34013,Dec,487225.0,47030.0,487225.0
2021-01,34013,Jan,492925.0,51126.0,492925.0
2021-02,34013,Feb,498660.0,57659.0,498660.0
2021-03,34013,Mar,500063.0,58561.0,500063.0
2021-04,34013,Apr,503592.0,58236.0,503592.0
2021-05,34013,May,507801.0,57020.0,507801.0
2021-06,34013,Jun,515997.0,62251.0,515997.0
2021-07,34013,Jul,525736.0,71837.0,525736.0
2021-08,34013,Aug,534278.0,79053.0,534278.0
2021-09,34013,Sep,541656.0,80038.0,541656.0
2021-10,34013,Oct,546437.0,75989.0,546437.0
2021-11,34013,Nov,549646.0,70556.0,549646.0
2021-12,34013,Dec,550731.0,63506.0,550731.0
2022-01,34013,Jan,551331.0,58406.0,551331.0
2022-02,34013,Feb,554242.0,55582.0,554242.0
2022-03,34013,Mar,561405.0,61342.0,561405.0
2000-01,34015,Jan,137578.0,,137578.0
2000-02,34015,Feb,138085.0,,138085.0
2000-03,34015,Mar,138550.0,,138550.0
2000-04,34015,Apr,139457.0,,139457.0
2000-05,34015,May,140270.0,,140270.0
2000-06,34015,Jun,140928.0,,140928.0
2000-07,34015,Jul,140054.0,,140054.0
2000-08,34015,Aug,139297.0,,139297.0
2000-09,34015,Sep,138645.0,,138645.0
2000-10,34015,Oct,139670.0,,139670.0
2000-11,34015,Nov,140139.0,,140139.0
2000-12,34015,Dec,140541.0,,140541.0
2001-01,34015,Jan,140807.0,3229.0,140807.0
2001-02,34015,Feb,141424.0,3339.0,141424.0
2001-03,34015,Mar,142095.0,3545.0,142095.0
2001-04,34015,Apr,142635.0,3178.0,142635.0
2001-05,34015,May,143146.0,2876.0,143146.0
2001-06,34015,Jun,143804.0,2876.0,143804.0
2001-07,34015,Jul,144838.0,4784.0,144838.0
2001-08,34015,Aug,145976.0,6679.0,145976.0
2001-09,34015,Sep,147023.0,8378.0,147023.0
2001-10,34015,Oct,147794.0,8124.0,147794.0
2001-11,34015,Nov,148563.0,8424.0,148563.0
2001-12,34015,Dec,149385.0,8844.0,149385.0
2002-01,34015,Jan,150399.0,9592.0,150399.0
2002-02,34015,Feb,151566.0,10142.0,151566.0
2002-03,34015,Mar,152815.0,10720.0,152815.0
2002-04,34015,Apr,153746.0,11111.0,153746.0
2002-05,34015,May,154566.0,11420.0,154566.0
2002-06,34015,Jun,155586.0,11782.0,155586.0
2002-07,34015,Jul,156901.0,12063.0,156901.0
2002-08,34015,Aug,158497.0,12521.0,158497.0
2002-09,34015,Sep,159951.0,12928.0,159951.0
2002-10,34015,Oct,161616.0,13822.0,161616.0
2002-11,34015,Nov,163464.0,14901.0,163464.0
2002-12,34015,Dec,165164.0,15779.0,165164.0
2003-01,34015,Jan,166508.0,16109.0,166508.0
2003-02,34015,Feb,167659.0,16093.0,167659.0
2003-03,34015,Mar,169048.0,16233.0,169048.0
2003-04,34015,Apr,171084.0,17338.0,171084.0
2003-05,34015,May,173513.0,18947.0,173513.0
2003-06,34015,Jun,175948.0,20362.0,175948.0
2003-07,34015,Jul,178361.0,21460.0,178361.0
2003-08,34015,Aug,180648.0,22151.0,180648.0
2003-09,34015,Sep,182827.0,22876.0,182827.0
2003-10,34015,Oct,184122.0,22506.0,184122.0
2003-11,34015,Nov,185320.0,21856.0,185320.0
2003-12,34015,Dec,186632.0,21468.0,186632.0
2004-01,34015,Jan,188413.0,21905.0,188413.0
2004-02,34015,Feb,189172.0,21513.0,189172.0
2004-03,34015,Mar,190682.0,21634.0,190682.0
2004-04,34015,Apr,192904.0,21820.0,192904.0
2004-05,34015,May,196113.0,22600.0,196113.0
2004-06,34015,Jun,198636.0,22688.0,198636.0
2004-07,34015,Jul,200995.0,22634.0,200995.0
2004-08,34015,Aug,203844.0,23196.0,203844.0
2004-09,34015,Sep,206914.0,24087.0,206914.0
2004-10,34015,Oct,210035.0,25913.0,210035.0
2004-11,34015,Nov,213117.0,27797.0,213117.0
2004-12,34015,Dec,216546.0,29914.0,216546.0
2005-01,34015,Jan,218731.0,30318.0,218731.0
2005-02,34015,Feb,220866.0,31694.0,220866.0
2005-03,34015,Mar,222221.0,31539.0,222221.0
2005-04,34015,Apr,224388.0,31484.0,224388.0
2005-05,34015,May,227046.0,30933.0,227046.0
2005-06,34015,Jun,230125.0,31489.0,230125.0
2005-07,34015,Jul,233965.0,32970.0,233965.0
2005-08,34015,Aug,237205.0,33361.0,237205.0
2005-09,34015,Sep,240428.0,33514.0,240428.0
2005-10,34015,Oct,242903.0,32868.0,242903.0
2005-11,34015,Nov,244828.0,31711.0,244828.0
2005-12,34015,Dec,246252.0,29706.0,246252.0
2006-01,34015,Jan,248246.0,29515.0,248246.0
2006-02,34015,Feb,250513.0,29647.0,250513.0
2006-03,34015,Mar,252855.0,30634.0,252855.0
2006-04,34015,Apr,255053.0,30665.0,255053.0
2006-05,34015,May,256904.0,29858.0,256904.0
2006-06,34015,Jun,259358.0,29233.0,259358.0
2006-07,34015,Jul,260923.0,26958.0,260923.0
2006-08,34015,Aug,262675.0,25470.0,262675.0
2006-09,34015,Sep,264179.0,23751.0,264179.0
2006-10,34015,Oct,265373.0,22470.0,265373.0
2006-11,34015,Nov,264951.0,20123.0,264951.0
2006-12,34015,Dec,263054.0,16802.0,263054.0
2007-01,34015,Jan,261534.0,13288.0,261534.0
2007-02,34015,Feb,261355.0,10842.0,261355.0
2007-03,34015,Mar,262691.0,9836.0,262691.0
2007-04,34015,Apr,263489.0,8436.0,263489.0
2007-05,34015,May,264031.0,7127.0,264031.0
2007-06,34015,Jun,263616.0,4258.0,263616.0
2007-07,34015,Jul,263233.0,2310.0,263233.0
2007-08,34015,Aug,262686.0,11.0,262686.0
2007-09,34015,Sep,261599.0,-2580.0,261599.0
2007-10,34015,Oct,260505.0,-4868.0,260505.0
2007-11,34015,Nov,258970.0,-5981.0,258970.0
2007-12,34015,Dec,259117.0,-3937.0,259117.0
2008-01,34015,Jan,259562.0,-1972.0,259562.0
2008-02,34015,Feb,260388.0,-967.0,260388.0
2008-03,34015,Mar,258195.0,-4496.0,258195.0
2008-04,34015,Apr,257041.0,-6448.0,257041.0
2008-05,34015,May,255264.0,-8767.0,255264.0
2008-06,34015,Jun,255173.0,-8443.0,255173.0
2008-07,34015,Jul,253108.0,-10125.0,253108.0
2008-08,34015,Aug,251161.0,-11525.0,251161.0
2008-09,34015,Sep,248072.0,-13527.0,248072.0
2008-10,34015,Oct,245139.0,-15366.0,245139.0
2008-11,34015,Nov,242612.0,-16358.0,242612.0
2008-12,34015,Dec,241381.0,-17736.0,241381.0
2009-01,34015,Jan,240669.0,-18893.0,240669.0
2009-02,34015,Feb,240072.0,-20316.0,240072.0
2009-03,34015,Mar,239266.0,-18929.0,239266.0
2009-04,34015,Apr,237611.0,-19430.0,237611.0
2009-05,34015,May,235174.0,-20090.0,235174.0
2009-06,34015,Jun,232953.0,-22220.0,232953.0
2009-07,34015,Jul,230985.0,-22123.0,230985.0
2009-08,34015,Aug,229930.0,-21231.0,229930.0
2009-09,34015,Sep,228881.0,-19191.0,228881.0
2009-10,34015,Oct,228368.0,-16771.0,228368.0
2009-11,34015,Nov,227965.0,-14647.0,227965.0
2009-12,34015,Dec,227702.0,-13679.0,227702.0
2010-01,34015,Jan,227735.0,-12934.0,227735.0
2010-02,34015,Feb,227800.0,-12272.0,227800.0
2010-03,34015,Mar,227925.0,-11341.0,227925.0
2010-04,34015,Apr,227974.0,-9637.0,227974.0
2010-05,34015,May,227100.0,-8074.0,227100.0
2010-06,34015,Jun,225932.0,-7021.0,225932.0
2010-07,34015,Jul,224718.0,-6267.0,224718.0
2010-08,34015,Aug,223986.0,-5944.0,223986.0
2010-09,34015,Sep,223055.0,-5826.0,223055.0
2010-10,34015,Oct,220453.0,-7915.0,220453.0
2010-11,34015,Nov,218036.0,-9929.0,218036.0
2010-12,34015,Dec,215013.0,-12689.0,215013.0
2011-01,34015,Jan,214435.0,-13300.0,214435.0
2011-02,34015,Feb,213849.0,-13951.0,213849.0
2011-03,34015,Mar,213618.0,-14307.0,213618.0
2011-04,34015,Apr,211786.0,-16188.0,211786.0
2011-05,34015,May,209042.0,-18058.0,209042.0
2011-06,34015,Jun,206360.0,-19572.0,206360.0
2011-07,34015,Jul,204190.0,-20528.0,204190.0
2011-08,34015,Aug,202614.0,-21372.0,202614.0
2011-09,34015,Sep,201556.0,-21499.0,201556.0
2011-10,34015,Oct,201148.0,-19305.0,201148.0
2011-11,34015,Nov,200700.0,-17336.0,200700.0
2011-12,34015,Dec,199721.0,-15292.0,199721.0
2012-01,34015,Jan,199210.0,-15225.0,199210.0
2012-02,34015,Feb,198803.0,-15046.0,198803.0
2012-03,34015,Mar,198994.0,-14624.0,198994.0
2012-04,34015,Apr,198595.0,-13191.0,198595.0
2012-05,34015,May,197900.0,-11142.0,197900.0
2012-06,34015,Jun,196550.0,-9810.0,196550.0
2012-07,34015,Jul,195076.0,-9114.0,195076.0
2012-08,34015,Aug,193723.0,-8891.0,193723.0
2012-09,34015,Sep,193341.0,-8215.0,193341.0
2012-10,34015,Oct,193064.0,-8084.0,193064.0
2012-11,34015,Nov,193444.0,-7256.0,193444.0
2012-12,34015,Dec,194234.0,-5487.0,194234.0
2013-01,34015,Jan,194975.0,-4235.0,194975.0
2013-02,34015,Feb,195567.0,-3236.0,195567.0
2013-03,34015,Mar,195660.0,-3334.0,195660.0
2013-04,34015,Apr,196257.0,-2338.0,196257.0
2013-05,34015,May,196664.0,-1236.0,196664.0
2013-06,34015,Jun,197117.0,567.0,197117.0
2013-07,34015,Jul,197273.0,2197.0,197273.0
2013-08,34015,Aug,197883.0,4160.0,197883.0
2013-09,34015,Sep,198850.0,5509.0,198850.0
2013-10,34015,Oct,199746.0,6682.0,199746.0
2013-11,34015,Nov,200529.0,7085.0,200529.0
2013-12,34015,Dec,200334.0,6100.0,200334.0
2014-01,34015,Jan,199485.0,4510.0,199485.0
2014-02,34015,Feb,198109.0,2542.0,198109.0
2014-03,34015,Mar,197410.0,1750.0,197410.0
2014-04,34015,Apr,197646.0,1389.0,197646.0
2014-05,34015,May,198525.0,1861.0,198525.0
2014-06,34015,Jun,199363.0,2246.0,199363.0
2014-07,34015,Jul,199581.0,2308.0,199581.0
2014-08,34015,Aug,199510.0,1627.0,199510.0
2014-09,34015,Sep,199379.0,529.0,199379.0
2014-10,34015,Oct,199774.0,28.0,199774.0
2014-11,34015,Nov,200688.0,159.0,200688.0
2014-12,34015,Dec,201591.0,1257.0,201591.0
2015-01,34015,Jan,202209.0,2724.0,202209.0
2015-02,34015,Feb,203268.0,5159.0,203268.0
2015-03,34015,Mar,203980.0,6570.0,203980.0
2015-04,34015,Apr,204439.0,6793.0,204439.0
2015-05,34015,May,203885.0,5360.0,203885.0
2015-06,34015,Jun,203519.0,4156.0,203519.0
2015-07,34015,Jul,203753.0,4172.0,203753.0
2015-08,34015,Aug,204209.0,4699.0,204209.0
2015-09,34015,Sep,204431.0,5052.0,204431.0
2015-10,34015,Oct,204386.0,4612.0,204386.0
2015-11,34015,Nov,204150.0,3462.0,204150.0
2015-12,34015,Dec,203929.0,2338.0,203929.0
2016-01,34015,Jan,203303.0,1094.0,203303.0
2016-02,34015,Feb,201573.0,-1695.0,201573.0
2016-03,34015,Mar,201242.0,-2738.0,201242.0
2016-04,34015,Apr,200958.0,-3481.0,200958.0
2016-05,34015,May,202536.0,-1349.0,202536.0
2016-06,34015,Jun,202892.0,-627.0,202892.0
2016-07,34015,Jul,203437.0,-316.0,203437.0
2016-08,34015,Aug,203455.0,-754.0,203455.0
2016-09,34015,Sep,203563.0,-868.0,203563.0
2016-10,34015,Oct,203641.0,-745.0,203641.0
2016-11,34015,Nov,203498.0,-652.0,203498.0
2016-12,34015,Dec,203685.0,-244.0,203685.0
2017-01,34015,Jan,203592.0,289.0,203592.0
2017-02,34015,Feb,203869.0,2296.0,203869.0
2017-03,34015,Mar,203228.0,1986.0,203228.0
2017-04,34015,Apr,202839.0,1881.0,202839.0
2017-05,34015,May,203030.0,494.0,203030.0
2017-06,34015,Jun,203082.0,190.0,203082.0
2017-07,34015,Jul,203564.0,127.0,203564.0
2017-08,34015,Aug,203267.0,-188.0,203267.0
2017-09,34015,Sep,203947.0,384.0,203947.0
2017-10,34015,Oct,204400.0,759.0,204400.0
2017-11,34015,Nov,205213.0,1715.0,205213.0
2017-12,34015,Dec,205478.0,1793.0,205478.0
2018-01,34015,Jan,205925.0,2333.0,205925.0
2018-02,34015,Feb,206317.0,2448.0,206317.0
2018-03,34015,Mar,207828.0,4600.0,207828.0
2018-04,34015,Apr,208959.0,6120.0,208959.0
2018-05,34015,May,209835.0,6805.0,209835.0
2018-06,34015,Jun,210026.0,6944.0,210026.0
2018-07,34015,Jul,209771.0,6207.0,209771.0
2018-08,34015,Aug,209405.0,6138.0,209405.0
2018-09,34015,Sep,208892.0,4945.0,208892.0
2018-10,34015,Oct,209263.0,4863.0,209263.0
2018-11,34015,Nov,208911.0,3698.0,208911.0
2018-12,34015,Dec,209100.0,3622.0,209100.0
2019-01,34015,Jan,208160.0,2235.0,208160.0
2019-02,34015,Feb,209382.0,3065.0,209382.0
2019-03,34015,Mar,210145.0,2317.0,210145.0
2019-04,34015,Apr,211719.0,2760.0,211719.0
2019-05,34015,May,212244.0,2409.0,212244.0
2019-06,34015,Jun,212733.0,2707.0,212733.0
2019-07,34015,Jul,213244.0,3473.0,213244.0
2019-08,34015,Aug,213447.0,4042.0,213447.0
2019-09,34015,Sep,213530.0,4638.0,213530.0
2019-10,34015,Oct,213832.0,4569.0,213832.0
2019-11,34015,Nov,213907.0,4996.0,213907.0
2019-12,34015,Dec,214554.0,5454.0,214554.0
2020-01,34015,Jan,214656.0,6496.0,214656.0
2020-02,34015,Feb,215584.0,6202.0,215584.0
2020-03,34015,Mar,216168.0,6023.0,216168.0
2020-04,34015,Apr,217035.0,5316.0,217035.0
2020-05,34015,May,217806.0,5562.0,217806.0
2020-06,34015,Jun,218475.0,5742.0,218475.0
2020-07,34015,Jul,220106.0,6862.0,220106.0
2020-08,34015,Aug,222212.0,8765.0,222212.0
2020-09,34015,Sep,225580.0,12050.0,225580.0
2020-10,34015,Oct,229107.0,15275.0,229107.0
2020-11,34015,Nov,232709.0,18802.0,232709.0
2020-12,34015,Dec,236338.0,21784.0,236338.0
2021-01,34015,Jan,239782.0,25126.0,239782.0
2021-02,34015,Feb,243092.0,27508.0,243092.0
2021-03,34015,Mar,245900.0,29732.0,245900.0
2021-04,34015,Apr,248810.0,31775.0,248810.0
2021-05,34015,May,252842.0,35036.0,252842.0
2021-06,34015,Jun,258200.0,39725.0,258200.0
2021-07,34015,Jul,263389.0,43283.0,263389.0
2021-08,34015,Aug,268317.0,46105.0,268317.0
2021-09,34015,Sep,272132.0,46552.0,272132.0
2021-10,34015,Oct,275816.0,46709.0,275816.0
2021-11,34015,Nov,279593.0,46884.0,279593.0
2021-12,34015,Dec,282669.0,46331.0,282669.0
2022-01,34015,Jan,286500.0,46718.0,286500.0
2022-02,34015,Feb,290080.0,46988.0,290080.0
2022-03,34015,Mar,296146.0,50246.0,296146.0
2000-01,34019,Jan,270358.0,,270358.0
2000-02,34019,Feb,271728.0,,271728.0
2000-03,34019,Mar,273288.0,,273288.0
2000-04,34019,Apr,276288.0,,276288.0
2000-05,34019,May,279359.0,,279359.0
2000-06,34019,Jun,282180.0,,282180.0
2000-07,34019,Jul,284891.0,,284891.0
2000-08,34019,Aug,287143.0,,287143.0
2000-09,34019,Sep,289427.0,,289427.0
2000-10,34019,Oct,291948.0,,291948.0
2000-11,34019,Nov,294719.0,,294719.0
2000-12,34019,Dec,297367.0,,297367.0
2001-01,34019,Jan,299871.0,29513.0,299871.0
2001-02,34019,Feb,302495.0,30767.0,302495.0
2001-03,34019,Mar,304946.0,31658.0,304946.0
2001-04,34019,Apr,307301.0,31013.0,307301.0
2001-05,34019,May,309637.0,30278.0,309637.0
2001-06,34019,Jun,312198.0,30018.0,312198.0
2001-07,34019,Jul,314861.0,29970.0,314861.0
2001-08,34019,Aug,317981.0,30838.0,317981.0
2001-09,34019,Sep,321667.0,32240.0,321667.0
2001-10,34019,Oct,324639.0,32691.0,324639.0
2001-11,34019,Nov,326812.0,32093.0,326812.0
2001-12,34019,Dec,328103.0,30736.0,328103.0
2002-01,34019,Jan,329860.0,29989.0,329860.0
2002-02,34019,Feb,331847.0,29352.0,331847.0
2002-03,34019,Mar,334702.0,29756.0,334702.0
2002-04,34019,Apr,337368.0,30067.0,337368.0
2002-05,34019,May,340009.0,30372.0,340009.0
2002-06,34019,Jun,341979.0,29781.0,341979.0
2002-07,34019,Jul,344428.0,29567.0,344428.0
2002-08,34019,Aug,346887.0,28906.0,346887.0
2002-09,34019,Sep,349556.0,27889.0,349556.0
2002-10,34019,Oct,352266.0,27627.0,352266.0
2002-11,34019,Nov,356720.0,29908.0,356720.0
2002-12,34019,Dec,360859.0,32756.0,360859.0
2003-01,34019,Jan,364826.0,34966.0,364826.0
2003-02,34019,Feb,366778.0,34931.0,366778.0
2003-03,34019,Mar,369275.0,34573.0,369275.0
2003-04,34019,Apr,372243.0,34875.0,372243.0
2003-05,34019,May,375622.0,35613.0,375622.0
2003-06,34019,Jun,379309.0,37330.0,379309.0
2003-07,34019,Jul,382268.0,37840.0,382268.0
2003-08,34019,Aug,385913.0,39026.0,385913.0
2003-09,34019,Sep,389237.0,39681.0,389237.0
2003-10,34019,Oct,392569.0,40303.0,392569.0
2003-11,34019,Nov,394274.0,37554.0,394274.0
2003-12,34019,Dec,395592.0,34733.0,395592.0
2004-01,34019,Jan,396966.0,32140.0,396966.0
2004-02,34019,Feb,399209.0,32431.0,399209.0
2004-03,34019,Mar,401529.0,32254.0,401529.0
2004-04,34019,Apr,404107.0,31864.0,404107.0
2004-05,34019,May,407742.0,32120.0,407742.0
2004-06,34019,Jun,411177.0,31868.0,411177.0
2004-07,34019,Jul,414911.0,32643.0,414911.0
2004-08,34019,Aug,418443.0,32530.0,418443.0
2004-09,34019,Sep,422601.0,33364.0,422601.0
2004-10,34019,Oct,427634.0,35065.0,427634.0
2004-11,34019,Nov,431551.0,37277.0,431551.0
2004-12,34019,Dec,437351.0,41759.0,437351.0
2005-01,34019,Jan,440406.0,43440.0,440406.0
2005-02,34019,Feb,443981.0,44772.0,443981.0
2005-03,34019,Mar,446712.0,45183.0,446712.0
2005-04,34019,Apr,451412.0,47305.0,451412.0
2005-05,34019,May,456237.0,48495.0,456237.0
2005-06,34019,Jun,460441.0,49264.0,460441.0
2005-07,34019,Jul,465031.0,50120.0,465031.0
2005-08,34019,Aug,469650.0,51207.0,469650.0
2005-09,34019,Sep,474294.0,51693.0,474294.0
2005-10,34019,Oct,478746.0,51112.0,478746.0
2005-11,34019,Nov,482907.0,51356.0,482907.0
2005-12,34019,Dec,485553.0,48202.0,485553.0
2006-01,34019,Jan,487613.0,47207.0,487613.0
2006-02,34019,Feb,490544.0,46563.0,490544.0
2006-03,34019,Mar,493270.0,46558.0,493270.0
2006-04,34019,Apr,496471.0,45059.0,496471.0
2006-05,34019,May,498694.0,42457.0,498694.0
2006-06,34019,Jun,501027.0,40586.0,501027.0
2006-07,34019,Jul,500405.0,35374.0,500405.0
2006-08,34019,Aug,499416.0,29766.0,499416.0
2006-09,34019,Sep,498056.0,23762.0,498056.0
2006-10,34019,Oct,496781.0,18035.0,496781.0
2006-11,34019,Nov,493995.0,11088.0,493995.0
2006-12,34019,Dec,491416.0,5863.0,491416.0
2007-01,34019,Jan,490859.0,3246.0,490859.0
2007-02,34019,Feb,491546.0,1002.0,491546.0
2007-03,34019,Mar,491442.0,-1828.0,491442.0
2007-04,34019,Apr,488254.0,-8217.0,488254.0
2007-05,34019,May,485524.0,-13170.0,485524.0
2007-06,34019,Jun,483933.0,-17094.0,483933.0
2007-07,34019,Jul,484210.0,-16195.0,484210.0
2007-08,34019,Aug,483067.0,-16349.0,483067.0
2007-09,34019,Sep,480335.0,-17721.0,480335.0
2007-10,34019,Oct,477786.0,-18995.0,477786.0
2007-11,34019,Nov,475092.0,-18903.0,475092.0
2007-12,34019,Dec,472587.0,-18829.0,472587.0
2008-01,34019,Jan,470131.0,-20728.0,470131.0
2008-02,34019,Feb,469475.0,-22071.0,469475.0
2008-03,34019,Mar,466970.0,-24472.0,466970.0
2008-04,34019,Apr,463359.0,-24895.0,463359.0
2008-05,34019,May,457652.0,-27872.0,457652.0
2008-06,34019,Jun,453435.0,-30498.0,453435.0
2008-07,34019,Jul,450481.0,-33729.0,450481.0
2008-08,34019,Aug,448085.0,-34982.0,448085.0
2008-09,34019,Sep,446497.0,-33838.0,446497.0
2008-10,34019,Oct,443334.0,-34452.0,443334.0
2008-11,34019,Nov,438407.0,-36685.0,438407.0
2008-12,34019,Dec,434305.0,-38282.0,434305.0
2009-01,34019,Jan,432270.0,-37861.0,432270.0
2009-02,34019,Feb,431116.0,-38359.0,431116.0
2009-03,34019,Mar,427825.0,-39145.0,427825.0
2009-04,34019,Apr,422925.0,-40434.0,422925.0
2009-05,34019,May,416570.0,-41082.0,416570.0
2009-06,34019,Jun,412316.0,-41119.0,412316.0
2009-07,34019,Jul,408417.0,-42064.0,408417.0
2009-08,34019,Aug,408439.0,-39646.0,408439.0
2009-09,34019,Sep,405201.0,-41296.0,405201.0
2009-10,34019,Oct,405431.0,-37903.0,405431.0
2009-11,34019,Nov,404998.0,-33409.0,404998.0
2009-12,34019,Dec,408827.0,-25478.0,408827.0
2010-01,34019,Jan,410410.0,-21860.0,410410.0
2010-02,34019,Feb,411504.0,-19612.0,411504.0
2010-03,34019,Mar,412715.0,-15110.0,412715.0
2010-04,34019,Apr,415111.0,-7814.0,415111.0
2010-05,34019,May,417282.0,712.0,417282.0
2010-06,34019,Jun,415649.0,3333.0,415649.0
2010-07,34019,Jul,412165.0,3748.0,412165.0
2010-08,34019,Aug,408300.0,-139.0,408300.0
2010-09,34019,Sep,406856.0,1655.0,406856.0
2010-10,34019,Oct,405145.0,-286.0,405145.0
2010-11,34019,Nov,403350.0,-1648.0,403350.0
2010-12,34019,Dec,398961.0,-9866.0,398961.0
2011-01,34019,Jan,398750.0,-11660.0,398750.0
2011-02,34019,Feb,397516.0,-13988.0,397516.0
2011-03,34019,Mar,398250.0,-14465.0,398250.0
2011-04,34019,Apr,392524.0,-22587.0,392524.0
2011-05,34019,May,389441.0,-27841.0,389441.0
2011-06,34019,Jun,386853.0,-28796.0,386853.0
2011-07,34019,Jul,387141.0,-25024.0,387141.0
2011-08,34019,Aug,385358.0,-22942.0,385358.0
2011-09,34019,Sep,383809.0,-23047.0,383809.0
2011-10,34019,Oct,381286.0,-23859.0,381286.0
2011-11,34019,Nov,381860.0,-21490.0,381860.0
2011-12,34019,Dec,383200.0,-15761.0,383200.0
2012-01,34019,Jan,383445.0,-15305.0,383445.0
2012-02,34019,Feb,380216.0,-17300.0,380216.0
2012-03,34019,Mar,375332.0,-22918.0,375332.0
2012-04,34019,Apr,372459.0,-20065.0,372459.0
2012-05,34019,May,370512.0,-18929.0,370512.0
2012-06,34019,Jun,369608.0,-17245.0,369608.0
2012-07,34019,Jul,368829.0,-18312.0,368829.0
2012-08,34019,Aug,368456.0,-16902.0,368456.0
2012-09,34019,Sep,369342.0,-14467.0,369342.0
2012-10,34019,Oct,371234.0,-10052.0,371234.0
2012-11,34019,Nov,370999.0,-10861.0,370999.0
2012-12,34019,Dec,368895.0,-14305.0,368895.0
2013-01,34019,Jan,364973.0,-18472.0,364973.0
2013-02,34019,Feb,364897.0,-15319.0,364897.0
2013-03,34019,Mar,368340.0,-6992.0,368340.0
2013-04,34019,Apr,373828.0,1369.0,373828.0
2013-05,34019,May,378664.0,8152.0,378664.0
2013-06,34019,Jun,381293.0,11685.0,381293.0
2013-07,34019,Jul,383221.0,14392.0,383221.0
2013-08,34019,Aug,385095.0,16639.0,385095.0
2013-09,34019,Sep,385536.0,16194.0,385536.0
2013-10,34019,Oct,385428.0,14194.0,385428.0
2013-11,34019,Nov,385392.0,14393.0,385392.0
2013-12,34019,Dec,385984.0,17089.0,385984.0
2014-01,34019,Jan,388614.0,23641.0,388614.0
2014-02,34019,Feb,391872.0,26975.0,391872.0
2014-03,34019,Mar,395373.0,27033.0,395373.0
2014-04,34019,Apr,397181.0,23353.0,397181.0
2014-05,34019,May,397346.0,18682.0,397346.0
2014-06,34019,Jun,398757.0,17464.0,398757.0
2014-07,34019,Jul,400745.0,17524.0,400745.0
2014-08,34019,Aug,402780.0,17685.0,402780.0
2014-09,34019,Sep,403781.0,18245.0,403781.0
2014-10,34019,Oct,403153.0,17725.0,403153.0
2014-11,34019,Nov,402771.0,17379.0,402771.0
2014-12,34019,Dec,401713.0,15729.0,401713.0
2015-01,34019,Jan,401314.0,12700.0,401314.0
2015-02,34019,Feb,401072.0,9200.0,401072.0
2015-03,34019,Mar,400927.0,5554.0,400927.0
2015-04,34019,Apr,401432.0,4251.0,401432.0
2015-05,34019,May,401584.0,4238.0,401584.0
2015-06,34019,Jun,401703.0,2946.0,401703.0
2015-07,34019,Jul,400215.0,-530.0,400215.0
2015-08,34019,Aug,398751.0,-4029.0,398751.0
2015-09,34019,Sep,397258.0,-6523.0,397258.0
2015-10,34019,Oct,396484.0,-6669.0,396484.0
2015-11,34019,Nov,395258.0,-7513.0,395258.0
2015-12,34019,Dec,393709.0,-8004.0,393709.0
2016-01,34019,Jan,391371.0,-9943.0,391371.0
2016-02,34019,Feb,390391.0,-10681.0,390391.0
2016-03,34019,Mar,389313.0,-11614.0,389313.0
2016-04,34019,Apr,390228.0,-11204.0,390228.0
2016-05,34019,May,391414.0,-10170.0,391414.0
2016-06,34019,Jun,392542.0,-9161.0,392542.0
2016-07,34019,Jul,393861.0,-6354.0,393861.0
2016-08,34019,Aug,394954.0,-3797.0,394954.0
2016-09,34019,Sep,397417.0,159.0,397417.0
2016-10,34019,Oct,398999.0,2515.0,398999.0
2016-11,34019,Nov,401220.0,5962.0,401220.0
2016-12,34019,Dec,402137.0,8428.0,402137.0
2017-01,34019,Jan,403028.0,11657.0,403028.0
2017-02,34019,Feb,401795.0,11404.0,401795.0
2017-03,34019,Mar,401905.0,12592.0,401905.0
2017-04,34019,Apr,402145.0,11917.0,402145.0
2017-05,34019,May,403376.0,11962.0,403376.0
